[-5, 9, -1, 0, -11, 18, 28]
[-5, -1, 9, 0, -11, 18, 28]
[-5, -1, 0, 9, -11, 18, 28]
[-5, -1, 0, -11, 9, 18, 28]
[-5, -1, 0, -11, 9, 18, 28]
[-5, -1, 0, -11, 9, 18, 28]
[-5, -1, 0, -11, 9, 18, 28]
[-5, -1, 0, -11, 9, 18, 28]
[-5, -1, -11, 0, 9, 18, 28]
[-5, -1, -11, 0, 9, 18, 28]
[-5, -1, -11, 0, 9, 18, 28]
[-5, -1, -11, 0, 9, 18, 28]
[-5, -1, -11, 0, 9, 18, 28]
[-5, -11, -1, 0, 9, 18, 28]
[-5, -11, -1, 0, 9, 18, 28]
[-5, -11, -1, 0, 9, 18, 28]
[-5, -11, -1, 0, 9, 18, 28]
[-5, -11, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
[-11, -5, -1, 0, 9, 18, 28]
